time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,temperature,pressure,VOC,CO2,Humidity
2025/03/25-11:22:30,1412,279,3806,-418,326,410,357,-121,-212,25.48,996.71,0.45,500,41.82
2025/03/25-11:23:00,-1528,-498,4194,-143,306,2801,382,-194,-165,25.2,996.57,0.47,500,39.9
2025/03/25-11:23:30,398,-365,4512,314,-405,-1138,240,-244,-193,25.35,996.87,0.49,500,39.44
2025/03/25-11:24:00,-1848,-446,4225,409,52,2682,221,-35,-110,24.93,996.54,0.45,500,41.88
2025/03/25-11:24:30,223,-489,4252,-222,142,-2004,408,-172,-99,24.51,996.78,0.49,500,40.43
2025/03/25-11:25:00,-1326,354,4404,454,404,203,436,-85,-49,25.16,996.5,0.48,500,40.39
2025/03/25-11:25:30,1951,-71,3833,-339,410,-529,297,-144,-250,25.39,996.59,0.48,500,40.31
2025/03/25-11:26:00,-1565,-61,4056,-320,-408,1544,226,-213,-203,25.06,996.58,0.46,500,41.49
2025/03/25-11:26:30,-878,-104,4317,274,-477,-2917,404,-158,-236,25.46,996.56,0.48,500,39.06
2025/03/25-11:27:00,-423,445,4313,159,403,-1206,472,-15,-67,25.29,996.71,0.49,500,41.69
2025/03/25-11:27:30,1652,-162,4200,-206,133,1327,285,-47,-23,24.67,996.53,0.5,500,40.34
2025/03/25-11:28:00,-1217,-57,4116,-62,-274,-977,454,-178,-215,24.54,996.98,0.49,500,40.72
2025/03/25-11:28:30,1856,-487,3829,-147,219,-2402,460,-21,-209,25.78,996.65,0.49,500,41.54
2025/03/25-11:29:00,1185,277,4066,-115,-185,1737,424,-31,-151,25.4,996.61,0.46,500,40.09
2025/03/25-11:29:30,1151,288,3887,270,494,-397,411,-158,-181,24.95,996.73,0.47,500,39.43
2025/03/25-11:30:00,-1006,-74,4186,-399,-167,2111,464,-70,-36,25.57,996.69,0.48,500,40.69
2025/03/25-11:30:30,1291,99,4115,-453,-179,1930,341,-28,-32,24.97,996.9,0.49,500,39.54
2025/03/25-11:31:00,-682,157,3994,-107,-294,-414,286,-213,-222,25.13,996.84,0.5,500,39.85
2025/03/25-11:31:30,-683,328,4137,36,-251,2878,239,-64,-37,24.58,996.87,0.5,500,40.73
2025/03/25-11:32:00,1056,214,4574,-91,-321,-610,494,-176,-151,25.29,996.95,0.47,500,40.43
2025/03/25-11:32:30,203,-184,4291,33,409,-1780,270,-243,-154,25.8,996.8,0.5,500,39.99
2025/03/25-11:33:00,1901,-44,3861,436,-118,-1823,483,-12,-84,25.34,996.92,0.45,500,41.46
2025/03/25-11:33:30,-1072,-253,3804,487,-126,-1231,339,-209,-121,24.91,996.68,0.47,500,39.18
2025/03/25-11:34:00,-1399,239,3834,479,167,2091,403,-94,-143,24.93,996.63,0.48,500,41.95
2025/03/25-11:34:30,861,-373,4087,491,-79,863,470,-213,-64,25.19,996.71,0.48,500,39.53
2025/03/25-11:35:00,-1578,-441,4213,-162,174,-644,246,-136,-15,24.78,996.86,0.45,500,40.32
2025/03/25-11:35:30,1119,-29,4457,-421,-136,-902,376,-51,-143,25.45,996.52,0.49,500,40.24
2025/03/25-11:36:00,-334,373,3881,-277,111,-1413,476,-228,-54,24.97,996.59,0.5,500,40.85
2025/03/25-11:36:30,1328,-226,4249,493,-497,-668,285,-41,-239,24.59,996.78,0.49,500,40.5
2025/03/25-11:37:00,1995,-455,4467,446,327,-2500,357,-102,-188,24.98,996.78,0.49,500,39.4
2025/03/25-11:37:30,-628,279,4452,391,-341,991,281,-187,-197,25.88,996.72,0.47,500,39.87
2025/03/25-11:38:00,1364,-347,3897,-161,264,-343,392,-50,-8,25.91,996.89,0.45,500,41.95
2025/03/25-11:38:30,1998,-90,4038,-494,27,-1635,380,-109,-66,25.23,996.62,0.47,500,39.41
2025/03/25-11:39:00,380,-244,3971,-297,-468,-799,458,-25,-150,25.15,996.59,0.5,500,41.55
2025/03/25-11:39:30,1494,391,4569,134,54,224,418,-197,-181,25.95,996.76,0.45,500,41.41
2025/03/25-11:40:00,1538,-319,4491,341,-116,-1612,441,-72,-1,24.7,996.89,0.48,500,39.13
2025/03/25-11:40:30,977,-105,4319,-137,-74,2058,365,-242,-148,25.71,996.83,0.46,500,40.14
2025/03/25-11:41:00,665,220,4548,-169,-324,-219,330,-57,-236,24.75,996.92,0.46,500,41.82
2025/03/25-11:41:30,351,-117,4249,5,-240,-928,483,-140,-158,25.99,996.82,0.5,500,40.91
2025/03/25-11:42:00,1978,322,4374,469,91,-2905,482,-162,-179,25.25,996.97,0.47,500,41.12
2025/03/25-11:42:30,501,181,4382,-463,-265,728,456,-109,-160,25.34,996.56,0.47,500,39.4
2025/03/25-11:43:00,1469,-18,3828,468,-314,521,398,-150,-141,25.36,996.57,0.49,500,41.94
2025/03/25-11:43:30,1190,-262,4188,-110,21,621,204,-100,-184,24.99,996.6,0.5,500,41.23
2025/03/25-11:44:00,-1495,-354,4302,492,-358,-1085,300,-235,-105,24.79,996.83,0.5,500,41.14
2025/03/25-11:44:30,1534,-216,4499,327,176,-2391,207,-127,-49,25.1,996.99,0.46,500,39.84
2025/03/25-11:45:00,-1724,-245,3817,175,307,449,299,-59,-177,24.85,996.77,0.49,500,40.67
2025/03/25-11:45:30,-1216,-440,4258,394,177,-1329,469,-28,-41,25.69,996.55,0.46,500,40.52
2025/03/25-11:46:00,-1845,-286,4573,84,-185,-1394,205,-162,-237,25.59,996.84,0.47,500,41.65
2025/03/25-11:46:30,949,203,3988,84,-420,676,333,-26,-205,24.98,996.96,0.45,500,39.19
2025/03/25-11:47:00,-492,-53,4512,-17,131,2668,299,-167,-153,25.54,996.73,0.46,500,39.66
2025/03/25-11:47:30,478,227,4053,244,199,787,406,-130,-218,25.38,996.68,0.47,500,39.26
2025/03/25-11:48:00,-1347,453,4163,-444,-163,-1556,387,-210,-233,25.58,996.76,0.46,500,39.65
2025/03/25-11:48:30,-1584,-84,3818,-326,-461,1726,409,-73,-21,25.95,996.87,0.49,500,41.14
2025/03/25-11:49:00,-113,271,4221,249,8,-2221,359,-198,-245,25.24,996.68,0.46,500,39.97
2025/03/25-11:49:30,1248,-144,3908,100,112,-1590,460,-195,-222,25.1,996.91,0.49,500,41.93
2025/03/25-11:50:00,-716,381,4211,-51,187,207,376,-148,-44,25.72,996.7,0.45,500,40.52
2025/03/25-11:50:30,1235,-398,4178,88,172,-2976,347,-1,-102,24.85,996.65,0.46,500,41.15
2025/03/25-11:51:00,1038,297,4427,63,196,1416,475,-170,-216,24.59,996.65,0.48,500,41.98
2025/03/25-11:51:30,939,-143,4303,328,-131,-1181,229,-9,-164,25.9,996.8,0.48,500,40.21
2025/03/25-11:52:00,-880,34,4083,-374,-352,2067,360,-188,-3,24.83,996.69,0.49,500,41.29
2025/03/25-11:52:30,-903,-38,4146,224,257,1771,217,-106,-227,25.6,996.62,0.49,500,40.29
2025/03/25-11:53:00,-840,-165,4153,-436,-352,147,483,-92,-167,25.87,996.52,0.47,500,41.89
2025/03/25-11:53:30,-1829,-280,4118,230,-25,-2883,352,-232,-215,25.19,996.63,0.46,500,41.2
2025/03/25-11:54:00,875,-175,3942,79,-136,1686,237,-132,-44,24.82,996.99,0.47,500,39.62
2025/03/25-11:54:30,-382,-420,4245,269,-222,772,369,-181,-69,24.85,996.72,0.48,500,40.1
2025/03/25-11:55:00,653,239,4046,31,-273,-2610,378,-166,-214,24.73,996.61,0.49,500,39.78
2025/03/25-11:55:30,57,377,4561,-213,-419,-943,232,-110,-184,24.78,996.9,0.47,500,40.22
2025/03/25-11:56:00,1637,320,4363,468,170,2963,242,-41,-99,25.37,996.52,0.48,500,39.97
2025/03/25-11:56:30,-1232,467,4247,390,-78,118,393,-189,-232,24.95,996.69,0.48,500,41.34
2025/03/25-11:57:00,1366,424,4073,-217,-34,1565,427,-79,-184,25.59,996.63,0.47,500,41.47
2025/03/25-11:57:30,591,176,4520,-247,-87,-1344,264,-20,-34,25.1,996.82,0.47,500,41.87
2025/03/25-11:58:00,204,-262,4121,175,-443,-496,302,-70,-85,25.18,996.99,0.46,500,41.84
2025/03/25-11:58:30,-318,117,3854,7,149,2855,246,-41,-185,24.78,996.87,0.49,500,41.03
2025/03/25-11:59:00,-1121,19,3827,-407,422,902,423,-10,-68,25.88,996.9,0.49,500,40.7
2025/03/25-11:59:30,-1810,-238,4397,138,170,-389,375,-120,-83,24.87,996.93,0.5,500,41.44
2025/03/25-12:00:00,723,8,4350,-297,492,-1004,430,-66,-234,24.51,996.55,0.47,500,40.18
2025/03/25-12:00:30,1928,-453,4163,-162,441,1149,390,-49,-121,24.65,996.55,0.47,500,41.72
2025/03/25-12:01:00,1032,39,4360,-294,-153,-124,302,-143,-35,25.52,996.92,0.46,500,39.75
2025/03/25-12:01:30,-901,-477,3822,-293,-417,2857,426,-72,-38,25.47,996.56,0.48,500,40.21
2025/03/25-12:02:00,-1056,-190,4347,276,-381,1118,433,-195,-191,24.51,996.83,0.47,500,39.33
2025/03/25-12:02:30,1510,-168,4578,-210,-355,1036,227,-191,-64,25.23,996.87,0.5,500,41.62
2025/03/25-12:03:00,394,-316,4290,-341,-461,-2293,435,-108,-127,24.73,996.74,0.5,500,40.75
2025/03/25-12:03:30,-1471,305,4096,-2,349,2037,228,-74,-66,25.1,996.7,0.47,500,40.88
2025/03/25-12:04:00,-490,165,4215,-466,-388,-656,230,-123,-114,25.82,996.57,0.46,500,39.21
2025/03/25-12:04:30,826,-273,4315,-193,-345,1859,383,-242,-137,25.38,996.68,0.45,500,39.56
2025/03/25-12:05:00,1601,26,3904,341,-148,623,487,-94,-13,25.57,996.61,0.5,500,41.34
2025/03/25-12:05:30,-1612,-42,4494,-306,183,673,222,-118,-38,24.74,996.87,0.48,500,41.5
2025/03/25-12:06:00,-1662,34,4493,343,-65,517,284,-211,-47,24.77,996.84,0.5,500,41.75
2025/03/25-12:06:30,823,446,4488,-204,23,609,451,-177,-193,24.91,996.96,0.48,500,40.49
2025/03/25-12:07:00,-1826,-141,4051,423,-438,2264,204,-239,-232,25.11,996.91,0.49,500,40.16
2025/03/25-12:07:30,532,490,4153,447,-66,-401,355,-131,-107,24.71,996.68,0.46,500,39.1
2025/03/25-12:08:00,788,53,4479,-271,348,2417,417,-142,-38,25.71,996.93,0.5,500,39.34
2025/03/25-12:08:30,1603,150,4212,137,-171,-479,252,-232,-236,25.12,996.65,0.47,500,41.12
2025/03/25-12:09:00,1770,406,4025,15,463,2887,461,-232,-173,25.43,996.61,0.49,500,39.74
2025/03/25-12:09:30,1538,361,4117,415,-225,-539,248,-48,-205,25.97,996.89,0.48,500,39.6
2025/03/25-12:10:00,719,339,4298,-338,4,-2573,342,-187,-8,24.87,996.63,0.5,500,39.49
2025/03/25-12:10:30,1877,424,4356,-39,-403,1158,414,-37,-81,25.97,996.77,0.46,500,41.43
2025/03/25-12:11:00,551,-241,3840,324,-361,1396,307,-152,-139,24.51,996.68,0.45,500,41.65
2025/03/25-12:11:30,-1820,-443,4221,37,209,309,261,-128,-82,25.25,996.96,0.49,500,40.44
2025/03/25-12:12:00,93,-484,3814,-242,-348,-1805,414,-31,-80,25.02,996.55,0.49,500,41.71
2025/03/25-12:12:30,-1249,-188,4221,123,-302,-1408,327,-83,-203,24.57,996.65,0.48,500,41.58
2025/03/25-12:13:00,-1570,302,4105,-63,475,-1734,270,-216,-228,24.7,996.98,0.49,500,39.91
2025/03/25-12:13:30,329,-97,3852,-471,143,-1725,465,-61,-31,25.02,996.95,0.49,500,40.89
2025/03/25-12:14:00,-88,417,4216,470,-104,2994,244,-122,-164,24.98,996.71,0.5,500,40.09
2025/03/25-12:14:30,1233,-181,4158,79,307,2264,346,-106,-238,25.03,996.64,0.46,500,39.03
2025/03/25-12:15:00,122,-355,4185,116,-295,-2601,484,-120,-244,25.82,996.5,0.46,500,40.16
2025/03/25-12:15:30,-1869,464,4415,-480,421,141,218,-227,-219,25.04,996.65,0.46,500,41.74
2025/03/25-12:16:00,-1667,-390,4088,455,195,376,393,-196,-246,25.0,996.58,0.48,500,40.1
2025/03/25-12:16:30,-852,152,4043,177,242,1999,363,-250,-164,25.59,996.66,0.49,500,41.99
2025/03/25-12:17:00,-171,292,4414,-186,-151,739,380,-48,-213,24.74,996.76,0.45,500,39.82
2025/03/25-12:17:30,-1647,-381,4335,483,-284,1994,239,-182,-78,25.2,996.51,0.46,500,40.8
2025/03/25-12:18:00,83,386,3806,-173,188,1775,207,-5,-159,25.3,996.88,0.47,500,39.86
2025/03/25-12:18:30,175,171,3829,290,-138,-25,491,-39,-189,24.71,996.61,0.45,500,39.09
2025/03/25-12:19:00,427,-20,4329,-178,-321,-522,242,-10,-55,25.59,996.94,0.46,500,41.16
2025/03/25-12:19:30,-1616,239,4574,449,-365,-2060,331,-44,-165,25.82,996.67,0.47,500,41.96
2025/03/25-12:20:00,1715,-462,3810,-343,362,2643,329,-170,-77,25.79,996.69,0.48,500,41.88
2025/03/25-12:20:30,-1776,123,4140,73,319,-1807,383,-84,-144,25.76,996.87,0.5,500,41.21
2025/03/25-12:21:00,1820,238,3841,-163,7,175,324,-7,-164,25.53,996.98,0.48,500,41.11
2025/03/25-12:21:30,1329,304,4133,206,-324,-2704,368,-249,-201,25.9,996.58,0.5,500,39.55
2025/03/25-12:22:00,-835,-487,4223,-489,441,502,305,-162,-76,25.12,996.78,0.45,500,40.42
2025/03/25-12:22:30,-716,-148,3869,407,104,-267,233,-147,-115,25.14,996.77,0.49,500,40.05
2025/03/25-12:23:00,976,233,4576,263,-8,2972,314,-200,-82,25.82,996.51,0.5,500,39.15
2025/03/25-12:23:30,-794,497,4260,-390,128,2285,377,-19,-240,25.36,996.89,0.49,500,39.14
2025/03/25-12:24:00,-193,-129,4333,-80,-84,-2011,456,-82,-218,25.77,996.82,0.47,500,40.95
2025/03/25-12:24:30,298,56,4146,-215,-400,349,353,-135,-57,24.79,997.0,0.5,500,41.58
2025/03/25-12:25:00,1267,-434,4487,425,231,1079,474,-110,-91,25.1,996.69,0.48,500,41.22
2025/03/25-12:25:30,-483,-245,4179,497,324,1103,219,-229,-80,25.04,996.92,0.46,500,39.98
2025/03/25-12:26:00,1883,-428,4416,385,-427,1009,400,-205,-185,24.81,996.68,0.5,500,41.15
2025/03/25-12:26:30,-1746,-361,4243,64,-12,1692,273,-70,-44,25.54,996.72,0.45,500,39.85
2025/03/25-12:27:00,1803,-212,4545,416,174,2008,335,-94,-165,25.18,996.74,0.49,500,40.57
2025/03/25-12:27:30,1291,304,4103,366,-266,2283,410,-239,-78,25.5,996.54,0.46,500,41.27
2025/03/25-12:28:00,-939,421,3971,-412,-371,-190,467,-167,-58,24.54,996.67,0.46,500,41.87
2025/03/25-12:28:30,-1087,222,4374,-179,309,-1061,200,-227,-250,24.73,996.64,0.48,500,40.37
2025/03/25-12:29:00,1349,-178,4437,-129,-360,1129,320,-123,-182,25.76,996.73,0.49,500,41.52
2025/03/25-12:29:30,-406,-104,4156,272,220,-1781,280,-195,-17,25.32,996.78,0.49,500,39.93
2025/03/25-12:30:00,159,28,4217,459,-148,-1598,473,-1,-152,25.28,996.71,0.47,500,39.2
2025/03/25-12:30:30,1771,-290,4355,138,-215,2864,362,-126,-175,25.42,996.76,0.49,500,39.98
2025/03/25-12:31:00,1338,45,3886,-293,-80,973,208,-123,-76,25.81,996.53,0.47,500,41.43
2025/03/25-12:31:30,559,-435,4448,124,-190,2413,224,-27,-194,25.79,996.8,0.45,500,39.03
2025/03/25-12:32:00,550,-403,4082,-362,-198,-483,489,-117,-109,25.14,996.74,0.46,500,39.58
2025/03/25-12:32:30,987,386,4448,394,435,868,273,-71,-101,24.71,996.76,0.5,500,41.57
2025/03/25-12:33:00,-1542,-209,4007,-499,429,207,459,-173,-79,25.84,996.89,0.45,500,41.51
2025/03/25-12:33:30,151,176,4302,226,479,-2550,255,-93,-10,24.63,996.83,0.46,500,41.79
2025/03/25-12:34:00,-131,-203,4560,114,499,-1147,326,-165,-74,25.01,996.73,0.48,500,40.95
2025/03/25-12:34:30,-8,-442,4483,134,-40,-2519,290,-140,-80,25.4,996.68,0.48,500,41.03
2025/03/25-12:35:00,-1829,-448,4022,223,207,2623,345,-140,-38,25.92,996.52,0.49,500,40.18
2025/03/25-12:35:30,-1061,493,3819,347,-187,908,294,-116,-163,24.51,996.79,0.49,500,39.36
2025/03/25-12:36:00,588,267,4362,-398,20,488,424,-120,-218,24.62,996.89,0.45,500,41.77
2025/03/25-12:36:30,-1015,465,3901,-146,3,-2063,335,-36,-234,25.86,996.76,0.5,500,40.28
2025/03/25-12:37:00,487,496,4028,216,-252,1075,437,-110,-103,25.89,996.76,0.46,500,41.77
2025/03/25-12:37:30,202,228,4234,355,-452,-2607,469,-45,-201,24.72,996.86,0.46,500,40.09
2025/03/25-12:38:00,1185,480,3910,138,-403,-464,353,-158,-241,25.74,996.67,0.49,500,40.77
2025/03/25-12:38:30,-1120,312,3828,465,-341,-2118,430,-154,-33,24.53,996.88,0.48,500,40.2
2025/03/25-12:39:00,364,-130,4446,-174,-182,-66,294,-38,-48,25.23,996.5,0.47,500,40.48
2025/03/25-12:39:30,1541,406,4176,370,79,-370,271,-135,-115,25.01,996.68,0.45,500,39.22
2025/03/25-12:40:00,701,-282,4258,-480,-389,836,334,-149,-241,25.05,996.79,0.46,500,40.47
2025/03/25-12:40:30,-1154,481,4552,-14,-343,1543,445,-171,-87,25.88,996.93,0.47,500,39.41
2025/03/25-12:41:00,707,-253,4044,344,-133,-1545,277,-17,-99,25.79,996.79,0.47,500,40.34
2025/03/25-12:41:30,371,-254,4538,58,-396,1146,270,-194,-224,25.7,996.62,0.49,500,40.2
2025/03/25-12:42:00,788,203,3841,311,-241,-2391,481,-227,-47,24.71,996.57,0.47,500,40.56
2025/03/25-12:42:30,-1228,-123,4399,-446,-105,13,486,-185,-194,25.5,996.74,0.49,500,39.4
2025/03/25-12:43:00,-674,451,3888,-418,428,991,316,-7,-242,25.26,996.98,0.46,500,39.86
2025/03/25-12:43:30,-60,42,4538,-37,-104,1572,333,-70,-56,24.58,996.93,0.48,500,40.96
2025/03/25-12:44:00,-272,-262,4189,5,25,-2308,384,-175,-109,25.23,996.77,0.46,500,40.74
2025/03/25-12:44:30,-263,-194,4138,-228,-129,1672,451,-7,-54,25.92,996.74,0.47,500,40.0
2025/03/25-12:45:00,-1472,103,4016,329,197,1373,229,-1,-229,25.13,996.88,0.5,500,40.97
2025/03/25-12:45:30,-601,-222,3809,-293,-307,1461,461,-69,-195,25.08,996.6,0.48,500,41.4
2025/03/25-12:46:00,-1988,-89,3874,-236,-45,-779,398,-149,-61,25.27,996.95,0.47,500,39.17
2025/03/25-12:46:30,1501,-14,4516,-148,-184,-701,230,-11,-227,25.02,996.93,0.46,500,41.95
2025/03/25-12:47:00,1959,-488,3981,28,150,775,445,-122,-106,25.26,996.72,0.5,500,41.42
2025/03/25-12:47:30,1915,-182,3852,-413,-318,2406,206,-234,-223,24.63,996.57,0.49,500,40.79
2025/03/25-12:48:00,-991,-117,4261,88,66,-49,368,-149,-115,25.79,996.6,0.48,500,41.82
2025/03/25-12:48:30,1942,-72,3959,-194,-393,672,208,-49,-90,24.93,996.93,0.49,500,41.42
2025/03/25-12:49:00,-1207,-303,4193,-465,-146,-2811,303,-214,-178,25.13,996.91,0.49,500,40.72
2025/03/25-12:49:30,-1113,-28,3866,210,-469,1445,479,-66,-191,24.57,996.91,0.46,500,39.03
2025/03/25-12:50:00,-417,-413,4143,365,42,-2663,378,-100,-65,25.43,996.97,0.47,500,39.49
2025/03/25-12:50:30,-1748,-68,4248,442,130,612,313,-27,-141,24.96,996.84,0.46,500,41.24
2025/03/25-12:51:00,-51,-55,4589,78,433,1292,419,-31,-175,25.82,996.63,0.49,500,40.94
2025/03/25-12:51:30,10,-136,3914,-430,330,1540,214,-33,-18,24.95,996.93,0.48,500,40.72
2025/03/25-12:52:00,-927,-209,4220,86,-337,1570,328,-226,-135,24.68,996.55,0.49,500,40.49
2025/03/25-12:52:30,834,-293,4000,-16,445,-1883,245,-108,-228,25.38,996.56,0.45,500,40.01
2025/03/25-12:53:00,-2000,-363,3806,377,298,-2399,434,-5,-55,25.59,996.6,0.47,500,39.15
2025/03/25-12:53:30,665,90,3823,-384,296,-1953,262,-191,-59,25.57,996.87,0.47,500,40.35
2025/03/25-12:54:00,1403,-160,4507,-144,-9,2884,468,-213,-197,24.85,996.98,0.46,500,41.87
2025/03/25-12:54:30,1562,-420,4598,488,363,330,229,-11,-53,25.1,996.64,0.49,500,41.37
2025/03/25-12:55:00,768,311,4170,-158,178,1915,250,-32,-64,24.59,996.73,0.49,500,39.75
2025/03/25-12:55:30,-763,470,4247,484,6,501,464,-176,-52,25.74,996.64,0.48,500,39.17
2025/03/25-12:56:00,1681,-436,4392,-4,133,-2233,452,-97,-156,24.67,996.81,0.46,500,40.68
2025/03/25-12:56:30,-219,-12,4016,70,268,2754,350,-75,-157,24.57,996.5,0.48,500,41.64
2025/03/25-12:57:00,-1756,280,4318,51,237,2490,375,-108,-225,25.05,996.51,0.5,500,40.09
2025/03/25-12:57:30,-1047,-343,4038,-144,-418,2179,245,-181,-81,24.88,996.72,0.47,500,39.19
2025/03/25-12:58:00,-264,70,4493,-45,-79,1919,323,-241,-139,24.84,996.77,0.48,500,40.34
2025/03/25-12:58:30,-617,32,4397,101,-437,-426,290,-155,-108,25.45,996.75,0.48,500,41.35
2025/03/25-12:59:00,-603,313,3932,176,-406,2762,395,-245,-5,25.0,996.58,0.47,500,40.95
2025/03/25-12:59:30,702,-467,4099,-249,169,-858,477,-147,-187,25.22,996.96,0.46,500,39.91
2025/03/25-13:00:00,572,31,4280,-238,-280,575,305,-225,-55,24.75,996.94,0.46,500,41.66
2025/03/25-13:00:30,821,-418,4153,-138,-160,1059,238,-243,-132,24.91,996.55,0.49,500,41.02
2025/03/25-13:01:00,1664,35,3936,-212,-94,2126,289,-78,-233,24.96,996.81,0.48,500,40.08
2025/03/25-13:01:30,1431,-393,4056,412,382,1297,362,-143,-245,25.7,996.9,0.5,500,39.03
2025/03/25-13:02:00,1385,13,4296,113,83,246,212,-175,-61,25.86,996.73,0.46,500,39.73
2025/03/25-13:02:30,-1375,-102,4328,187,-370,2943,255,-33,-117,25.46,996.68,0.49,500,40.28
2025/03/25-13:03:00,1362,165,4241,-181,-413,-1979,260,-219,-157,25.14,996.56,0.48,500,39.72
2025/03/25-13:03:30,424,-114,4250,49,-116,-491,365,-111,-147,24.72,996.61,0.48,500,39.47
2025/03/25-13:04:00,367,491,4581,481,-240,-1168,395,-219,-158,25.08,996.88,0.46,500,40.71
2025/03/25-13:04:30,1830,246,4004,438,254,-2571,428,-211,-130,24.93,996.97,0.48,500,41.06
2025/03/25-13:05:00,-626,-313,4428,-436,-491,-2271,404,-60,-114,24.5,996.63,0.47,500,39.03
2025/03/25-13:05:30,1070,-357,4026,3,-417,-608,482,-156,-203,25.32,996.91,0.47,500,39.68
2025/03/25-13:06:00,1311,-250,4029,-376,93,2376,449,-16,-69,25.06,996.54,0.5,500,40.8
2025/03/25-13:06:30,-1921,-134,3927,-55,-231,-57,261,-84,-197,24.86,996.5,0.46,500,41.58
2025/03/25-13:07:00,-457,-397,4315,-142,496,-1326,448,-194,-91,25.04,996.79,0.46,500,41.66
2025/03/25-13:07:30,854,-166,3978,-119,-157,-562,281,-183,-8,25.71,996.72,0.48,500,40.84
2025/03/25-13:08:00,-1464,-82,3932,-276,-114,-2286,204,-166,-88,24.94,996.81,0.49,500,39.89
2025/03/25-13:08:30,-850,260,4123,-309,-190,-1195,481,-131,-142,24.81,996.91,0.48,500,40.58
2025/03/25-13:09:00,-1801,-80,3818,-253,-33,147,364,-79,-186,25.35,996.88,0.49,500,39.25
2025/03/25-13:09:30,-445,-66,4585,-491,-41,-2415,285,-9,-12,24.54,996.91,0.46,500,39.17
2025/03/25-13:10:00,-254,14,4415,272,-168,45,293,-186,-40,25.39,996.65,0.46,500,39.91
2025/03/25-13:10:30,1574,-268,4449,-154,-148,1043,427,-31,-248,25.7,996.61,0.47,500,41.05
2025/03/25-13:11:00,1496,483,4300,388,174,-682,371,-56,-228,24.57,996.66,0.48,500,41.92
2025/03/25-13:11:30,168,339,3971,-221,-162,-2562,223,-78,-227,25.26,996.54,0.45,500,39.41
2025/03/25-13:12:00,253,392,4009,266,-61,-1379,282,-54,-187,25.19,996.55,0.47,500,41.02
2025/03/25-13:12:30,1175,485,4164,262,53,-381,331,-20,-170,25.92,996.77,0.47,500,40.34
2025/03/25-13:13:00,-1610,-53,4478,-150,-378,469,266,-41,-154,24.59,996.75,0.49,500,41.12
2025/03/25-13:13:30,-790,46,4329,264,283,-1686,413,-239,-45,25.91,996.72,0.5,500,39.37
2025/03/25-13:14:00,1581,-190,3909,115,-77,-1325,434,-139,-126,25.57,996.96,0.47,500,41.84
2025/03/25-13:14:30,-1780,455,4317,215,96,-865,269,-113,-7,25.44,996.89,0.48,500,40.68
2025/03/25-13:15:00,1107,482,4366,209,150,-836,318,-90,-234,24.52,996.89,0.49,500,39.28
2025/03/25-13:15:30,1344,-303,4312,333,-327,1516,252,-25,-58,24.85,996.84,0.48,500,41.77
2025/03/25-13:16:00,-1638,-472,4575,-220,-180,2550,273,-145,-113,25.72,996.73,0.46,500,41.26
2025/03/25-13:16:30,1658,-148,4109,-319,-66,-341,354,-144,-202,24.86,996.56,0.48,500,41.02
2025/03/25-13:17:00,-1828,92,4149,-48,130,-2100,411,-21,-197,25.44,996.93,0.47,500,41.18
2025/03/25-13:17:30,1719,-447,3858,-301,-135,-2310,344,-203,-152,24.61,996.9,0.48,500,41.35
2025/03/25-13:18:00,-1084,354,4009,277,-378,-2124,251,-214,-143,24.74,996.85,0.47,500,39.7
2025/03/25-13:18:30,528,397,4582,44,-197,-2137,458,-57,-206,24.91,996.88,0.46,500,39.81
2025/03/25-13:19:00,-524,260,4520,-39,-282,-367,293,-115,-183,25.74,996.61,0.48,500,40.15
2025/03/25-13:19:30,1960,-445,3934,-426,-467,-2190,237,-215,-47,24.87,996.57,0.49,500,41.0
2025/03/25-13:20:00,-445,-346,4478,-83,-343,1645,458,-80,-117,24.91,996.53,0.47,500,41.89
2025/03/25-13:20:30,-1981,-79,4204,157,294,-1881,257,-178,-77,25.81,996.78,0.48,500,40.91
2025/03/25-13:21:00,1206,-349,4102,54,4,1476,201,-40,-112,24.53,996.51,0.48,500,41.06
2025/03/25-13:21:30,-1486,232,4560,159,146,-1546,246,-1,-226,25.87,996.52,0.47,500,39.94
2025/03/25-13:22:00,1479,-35,3808,-396,58,-1148,329,-145,-20,25.39,996.58,0.49,500,41.18
2025/03/25-13:22:30,1730,-299,4449,-448,52,178,304,-10,-96,25.66,996.79,0.46,500,41.12
2025/03/25-13:23:00,362,-250,3914,-288,-414,2037,321,-54,-65,25.23,996.96,0.49,500,40.33
2025/03/25-13:23:30,127,-467,4190,114,460,-1366,260,-86,-65,25.17,996.64,0.49,500,39.1
2025/03/25-13:24:00,1434,-180,4225,-27,47,2811,496,-220,-219,25.04,996.73,0.47,500,39.24
2025/03/25-13:24:30,-356,426,4149,248,159,1528,304,-80,-21,25.84,996.82,0.47,500,41.2
2025/03/25-13:25:00,-1402,377,3876,-345,-189,2458,263,-95,-64,25.06,996.92,0.46,500,39.73
2025/03/25-13:25:30,611,-52,3950,481,262,1741,213,-214,-91,24.97,996.52,0.46,500,39.38
2025/03/25-13:26:00,1002,414,3872,-438,-104,1961,390,-158,-171,25.02,996.8,0.5,500,39.65
2025/03/25-13:26:30,-1347,-86,4312,-66,-325,1262,432,-206,-165,24.54,996.88,0.48,500,40.05
